,Dis,Gen
1,2.320407444322613,-0.6530306481727166
2,-36.77320458855427,-11.181399981180826
3,-58.217220252668355,-20.64286994934082
4,-91.39178477542501,-28.13395118713379
5,-106.48197152581014,-39.723365783691406
6,-109.55337481431557,-49.251015981038414
7,-111.03382497438243,-51.99334843953451
8,-112.43466691567865,-53.277451833089195
9,-112.23271652006767,-52.07793935139974
10,-101.93269412618288,-49.26309712727865
11,-111.15716069181201,-37.654289881388344
12,-110.70896084207884,-42.00913747151693
13,-110.60514186805403,-44.61365763346354
14,-107.72330807967924,-46.84643300374349
15,-107.30463280476314,-48.265950520833336
16,-105.01306420984403,-50.39931869506836
17,-104.59266254263865,-49.52575556437174
18,-101.10551678294867,-50.753560384114586
19,-100.17450757093833,-50.617228190104164
20,-93.94054799684336,-44.88848114013672
21,-98.32835624587368,-40.01307487487793
22,-98.69581023740096,-50.25246938069662
23,-97.86520235303422,-51.510701497395836
24,-97.51055156009298,-51.938297271728516
25,-97.62601621386031,-51.201639811197914
26,-96.7562446056957,-52.35115432739258
27,-94.17406796737455,-49.466715494791664
28,-95.57369737222162,-50.40645853678385
29,-93.65755097295197,-47.91972859700521
30,-90.46953271140515,-31.77806345621745
31,-95.87926902233714,-33.88795789082845
32,-94.68975690384985,-39.544864654541016
33,-92.16384554580904,-40.5613047281901
34,-91.61086917930925,-39.06047821044922
35,-89.77691145346198,-39.12084197998047
36,-90.4980576206261,-43.105899810791016
37,-89.13911266058264,-44.463165283203125
38,-86.80170021594411,-39.92853800455729
39,-87.85819996578593,-43.24461873372396
40,-83.40017453045913,-28.085933844248455
41,-82.97218978237099,-35.08670298258463
42,-83.87248444892991,-42.73910395304362
43,-83.97647148454693,-43.71776326497396
44,-83.15593289657377,-40.07921854654948
45,-82.95807368318799,-45.27576446533203
46,-80.80007128648354,-39.48216247558594
47,-80.41454411896181,-45.85154342651367
48,-78.19011494811151,-42.932202657063804
49,-76.40564206620337,-46.50014623006185
50,-73.63659383209658,-24.76206334431966
51,-76.5061218369175,-33.09808476765951
52,-73.39162332239286,-42.536399841308594
53,-74.69228830471845,-45.04631551106771
54,-74.74017634861906,-45.94990158081055
55,-73.61342529511788,-42.31907653808594
56,-73.18797006741376,-41.76273727416992
57,-70.61955024826695,-42.05400721232096
58,-70.75770343189508,-42.35826619466146
59,-71.22058336499711,-42.495733896891274
60,-70.65644148705711,-22.55347506205241
61,-69.70369591511471,-29.529141743977863
62,-69.31437930254869,-35.02119890848795
